ID;APOIO_ISOL_SOCIAL;COMP_FAM_ISOL_SOCIAL;FAIXA_ETARIA;NIVEL_ISOL_SOCIAL;SEXO
1098;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1099;10;8;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1100;10;9;45 a 59 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1101;8;9;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1102;10;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1103;5;8;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
1104;9;6;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1105;10;10;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1106;10;8;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
1107;10;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1108;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1109;5;5;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1110;7;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1111;10;7;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1112;10;9;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1113;10;8;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1114;10;10;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
1115;5;8;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1116;10;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1117;8;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1118;10;8;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1119;3;8;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1120;10;;45 a 59 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1121;10;7;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1122;10;10;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Masculino
1123;10;9;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1124;8;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1125;6;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1126;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1127;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1128;5;9;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1129;10;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1130;7;5;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1131;10;10;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Masculino
1132;10;10;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1133;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1134;10;9;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
1135;10;8;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1136;10;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1137;10;10;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1138;7;;16 a 29 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
1139;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1140;10;5;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
1141;2;8;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1142;9;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1143;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1144;10;9;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1145;10;6;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1146;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1147;0;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1148;10;9;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
1149;9;9;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1150;0;2;45 a 59 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
1151;10;8;16 a 29 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1152;8;8;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1153;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1154;10;8;16 a 29 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1155;10;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1156;10;10;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1157;5;8;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
1158;7;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1159;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1160;10;7;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1161;10;10;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1162;9;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1163;10;7;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1164;8;8;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1165;10;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1166;10;9;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Masculino
1167;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1168;10;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1169;3;8;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
1170;10;9;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1171;9;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1172;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1173;5;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1174;9;7;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1175;10;7;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1176;10;4;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1177;10;9;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1178;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1179;10;7;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1180;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1181;10;9;16 a 29 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1182;9;8;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1183;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1184;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1185;10;10;45 a 59 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
1186;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1187;10;7;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1188;10;8;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1189;10;10;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
1190;8;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1191;10;10;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1192;10;6;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1193;10;9;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1194;10;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1195;8;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1196;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1197;6;7;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1198;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1199;10;9;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1200;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1201;10;7;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1202;10;10;45 a 59 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1203;10;7;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1204;10;10;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1205;10;9;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
1206;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1207;3;6;45 a 59 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
1208;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1209;10;8;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1210;10;8;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1211;10;8;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1212;10;10;45 a 59 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1213;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1214;10;10;Unknown;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Unknown
1215;5;5;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1216;10;9;45 a 59 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1217;10;5;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1218;10;8;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1219;2;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1220;9;9;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1221;7;8;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1222;10;9;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1223;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1224;7;6;45 a 59 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
1225;10;5;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1226;10;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1227;10;8;45 a 59 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1228;10;7;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1229;6;10;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Masculino
1230;8;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1231;7;5;16 a 29 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Masculino
1232;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1233;10;8;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1234;10;9;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
1235;10;6;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1236;9;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1237;10;10;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1238;10;8;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1239;5;5;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
1240;8;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1241;10;9;16 a 29 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Masculino
1242;10;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1243;8;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1244;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1245;6;8;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
1246;8;8;Unknown;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Unknown
1247;10;5;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1248;10;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1249;10;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1250;10;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1251;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1252;10;9;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1253;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1254;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1255;9;8;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Masculino
1256;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1257;10;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1258;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1259;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1260;10;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1261;6;7;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1262;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1263;8;9;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1264;8;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1265;9;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1266;8;3;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1267;7;10;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1268;10;10;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1269;0;5;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Masculino
1270;10;10;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1271;10;7;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1272;10;9;16 a 29 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1273;8;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1274;10;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1275;10;7;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1276;9;7;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1277;10;6;45 a 59 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1278;3;3;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
1279;10;10;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1280;7;5;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1281;8;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1282;10;8;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
1283;5;5;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1284;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1285;10;8;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1286;10;7;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1287;5;5;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
1288;10;5;16 a 29 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1289;9;;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
1290;10;10;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Masculino
1291;5;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1292;10;8;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1293;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1294;5;5;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
1295;9;9;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1296;10;8;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1297;10;7;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
1298;7;9;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1299;10;7;16 a 29 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Masculino
1300;10;10;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
